sample_name	amplicon_number	feature	gene	gene_cn	truncated	is_canonical_oncogene
OE33	amplicon4	BFB_1	KRTAP9-6	39.00133759443362	3p	False
OE33	amplicon4	BFB_1	KRTAP9-8	38.68313566851904	None	False
OE33	amplicon4	BFB_1	KRTAP9-9	39.00133759443362	None	False
OE33	amplicon4	BFB_1	LRRC3C	21.941940715267613	None	False
OE33	amplicon4	BFB_1	MED24	21.941940715267613	None	False
OE33	amplicon4	BFB_1	MIEN1	20.374922324770058	None	False
OE33	amplicon4	BFB_1	MRPL45	11.509164811009015	None	False
OE33	amplicon4	BFB_1	NT5C3B	23.23852353479485	None	False
OE33	amplicon4	BFB_1	ORMDL3	21.941940715267613	None	False
OE33	amplicon4	BFB_1	P3H4	23.23852353479485	None	False
OE33	amplicon4	BFB_1	PGAP3	20.374922324770058	None	False
OE33	amplicon4	BFB_1	PNMT	20.374922324770058	None	False
OE33	amplicon4	BFB_1	PSMD3	21.941940715267613	None	False
OE33	amplicon4	BFB_1	SNORD124	21.941940715267613	None	False
OE33	amplicon4	BFB_1	SOCS7	11.509164811009015	None	False
OE33	amplicon4	BFB_1	STARD3	20.374922324770058	None	False
OE33	amplicon4	BFB_1	SYNRG	12.700890829711831	None	False
OE33	amplicon4	BFB_1	TADA2A	12.700890829711831	None	False
OE33	amplicon4	BFB_1	TBC1D3	7.022397885199738	None	True
OE33	amplicon4	BFB_1	TBC1D3C	7.022397885199738	None	True
OE33	amplicon4	BFB_1	TBC1D3E	5.134454873307429	None	False
OE33	amplicon4	BFB_1	TCAP	20.374922324770058	None	False
OE33	amplicon4	BFB_1	THRA	21.941940715267613	3p	True
OE33	amplicon4	BFB_1	YWHAEP7	12.700890829711831	None	False
OE33	amplicon4	BFB_1	ZPBP2	21.941940715267613	None	False
